Date,Daily_Log_Return,MovingAverage_25
2010-01-04,,
2010-01-05,0.0033435092545186507,
2010-01-06,-0.01469930868801228,
2010-01-07,-0.022729143800818363,
2010-01-08,-0.024393809127408517,
2010-01-11,0.010274918102125774,
2010-01-12,0.038337590569263114,
2010-01-13,0.03664189087226344,
2010-01-14,0.0023267264984250247,
2010-01-15,-0.005199577782803111,
2010-01-18,0.004046188683860308,
2010-01-19,-0.01907041799569864,
2010-01-20,0.008236847856714746,
2010-01-21,-0.012304189245440966,
2010-01-22,-0.019074544629472,
2010-01-25,-0.013013385681448497,
2010-01-27,-0.015878902579450127,
2010-01-28,-0.004204851083621897,
2010-01-29,-0.006543009874243388,
2010-02-01,-0.009844120687765745,
2010-02-02,-0.004620780091038945,
2010-02-03,0.013535511008377021,
2010-02-04,-0.018012868685363337,
2010-02-05,-0.03193646645640413,
2010-02-08,0.021404118001054684,
2010-02-09,0.028787519310342624,-0.0021836222500817826
2010-02-10,-0.0027730753174628475,-0.0024282856329610426
2010-02-11,0.01268825713547006,-0.0013327830000217488
2010-02-15,8.023181684357894e-05,-0.0004204079753152712
2010-02-16,0.01698413493816897,0.0012347097873078284
2010-02-17,-0.009011992231751087,0.00046323337395275387
2010-02-18,0.005938391735438309,-0.0008327345794002383
2010-02-19,-0.0004935629087690074,-0.002318152730641536
2010-02-22,0.014095929803802143,-0.0018473845984264515
2010-02-23,0.005029277792077735,-0.0014382303754312176
2010-02-24,-0.0019384731691047818,-0.0016776168495498212
2010-02-25,0.01580781284395627,-0.0002824876159636247
2010-02-26,-0.005901107807613215,-0.0008480058425367432
2010-03-02,0.014896534585560062,0.00024002311070329797
2010-03-03,0.00951517404809632,0.0013836118578060307
2010-03-04,-0.016049398253521474,0.0012621713549231118
2010-03-05,0.004525533588118691,0.0020783488016258645
2010-03-08,0.009007918721799513,0.0026068595938427207
2010-03-09,0.009132622986228078,0.0032338849082615795
2010-03-10,-0.009245216071074758,0.003257841092929219
2010-03-11,0.008872523135277532,0.003797573221981878
2010-03-12,-0.0036219813505677934,0.0031112735276240854
2010-03-15,0.01041968104664015,0.004248575516904225
2010-03-16,0.011447857666500028,0.005983948481820391
2010-03-17,0.0021749076348465124,0.005214780067172064
2010-03-18,0.017843507634234257,0.00477701960012773
2010-03-19,-0.005485357111822076,0.004668528328353361
2010-03-22,-0.005407014966599455,0.00394471744427058
2010-03-23,0.006542427526490258,0.0042032052726564476
2010-03-25,0.013758296238155054,0.0040741717246558905
2010-03-26,-0.01399243153627161,0.00387495415247507
2010-03-29,-0.021197340463959158,0.002789524864499171
2010-03-30,-0.027068815427967685,0.0017265147637312238
2010-03-31,-0.010703085797663547,0.0007345541396725963
2010-04-01,0.02061946233983658,0.00135816152158295
2010-04-05,0.002804689750057321,0.0015478880383494342
2010-04-06,-0.010020238955656069,0.0005147659663649407
2010-04-07,-0.0028332139285769387,0.0006374817215263917
2010-04-08,0.007536541993254708,0.0003430820178341776
2010-04-09,0.004663056564280232,0.00014899731848153408
2010-04-12,0.0025749109108641477,0.000893969685056959
2010-04-13,0.036161732116886114,0.002159417626207656
2010-04-15,0.0070563415457041145,0.00208135453916384
2010-04-16,-0.0046510299036857106,0.0015300084235672885
2010-04-19,-0.013248075008772453,0.0013698940660593806
2010-04-20,-0.008979379368796003,0.0006558179658964392
2010-04-21,-0.005460087702765293,0.0005822937118085392
2010-04-22,0.0021913126789669946,0.00025315897710161296
2010-04-23,0.0031403114193437887,-7.91428727846366e-05
2010-04-26,0.00439073955516367,9.490404028049681e-06
2010-04-27,-0.0005478037410737713,-0.0007261620509842714
2010-04-28,-0.013960082965679632,-0.0010651510851385738
2010-04-29,0.003568033133980464,-0.000706149161115377
2010-04-30,0.010647628843989843,-0.0005419411084153935
2010-05-03,-0.01592145076538909,-0.0017291309885571593
2010-05-04,-0.010725508556086005,-0.0015984540693497352
2010-05-05,0.010020351408165595,-0.000349746394464745
2010-05-06,-0.013025515250387976,0.0002119856126384434
2010-05-07,-0.015659335027535803,1.3735643443553159e-05
2010-05-10,0.022240097010504556,7.856103027027216e-05
2010-05-11,-0.005602872955061677,-0.00025774147793448775
2010-05-12,0.007842760612951416,0.00045677850480981165
2010-05-13,0.009076109054420023,0.0009331514241296901
2010-05-14,-0.02025076093372835,-0.00017834069294963228
2010-05-17,-0.013495835927299638,-0.0009046963926128271
2010-05-18,0.004899174628844705,-0.0008117258438936049
2010-05-19,-0.01007280350108708,-0.0026611072686125326
2010-05-20,-0.0008068155506171237,-0.002975633552465382
2010-05-21,-0.0073323611548365974,-0.0030828868025114175
2010-05-24,0.00719782858676421,-0.002265050658689951
2010-05-25,-0.02610309901620056,-0.002949999444586133
2010-05-26,0.039951370923135165,-0.001133541099550115
2010-05-27,0.00847190399756581,-0.0008823174468061624
2010-05-28,0.012817729353194807,-0.0004952207294521216
2010-05-31,-0.007290958098842282,-0.0009624886356123597
2010-06-01,-0.01274078820060165,-0.0014502080139934747
2010-06-02,0.006040418350930388,-0.000650187961329074
2010-06-03,0.021637227741647003,7.257982297758758e-05
2010-06-04,0.011406299847395829,0.00010292666311382703
2010-06-07,-0.02122069887919409,-0.00010904326143837295
2010-06-08,-0.006439834700668889,6.238369277831169e-05
2010-06-09,-0.011194799324099058,-0.0007862223365122745
2010-06-10,0.007816939652201427,4.747585959130163e-05
2010-06-11,-0.005609723877996409,0.00044946030557287744
2010-06-14,0.04302177179200495,0.001280727296832893
2010-06-15,-0.004269143927924546,0.0013340764579183784
2010-06-16,0.012609124899997326,0.0015247310294002148
2010-06-17,-0.001644433529278011,0.0010959093260522934
2010-06-18,0.007692583442383771,0.0022136431010967785
2010-06-21,0.005226532820399754,0.002962537851004754
2010-06-22,-0.01210547828246078,0.0022823517345525344
2010-06-23,0.011015979441234336,0.0031259030522453914
2010-06-24,0.008877709778449372,0.003513284065408051
2010-06-25,-0.016070399186539852,0.0031637625441399207
2010-06-28,0.011205376296535619,0.003324064452530777
2010-06-29,-0.005515431146212002,0.00414757116733032
2010-06-30,-0.0009132501424238271,0.0025129863247079598
2010-07-01,-0.008617818888539297,0.0018293974092637554
2010-07-02,-0.014396580297131756,0.000740825023250693
2010-07-05,0.005830914280815946,0.001265699918437022
2010-07-06,0.015067300791711702,0.0023780234781295563
2010-07-07,-0.00120331997995482,0.002088273944894148
2010-07-08,0.01666611866542489,0.0018894295818452634
2010-07-09,0.015888714858835584,0.0020687261823028537
2010-07-12,0.007660376367894628,0.0032239691921864023
2010-07-13,-0.03483770960618138,0.0020880541959659026
2010-07-14,-0.01944234172834136,0.0017581524997962105
2010-07-15,0.00607030088752758,0.0016882869492092568
2010-07-16,0.0062852042526690965,0.002164084074435877
2010-07-19,-0.0023613441504659605,0.00034875943673704055
2010-07-20,-0.0039060920032296664,0.00036328151372483575
2010-07-21,0.004339048494236053,3.247845749438483e-05
2010-07-22,-0.006206767104206534,-0.0001500148855027561
2010-07-23,0.011532636837594978,3.58725030569218e-06
2010-07-26,0.00643903153247205,5.2087198788584035e-05
2010-07-27,0.008644948616901793,0.0008821042747630869
2010-07-28,0.001166226604432552,0.0004881141612910156
2010-07-29,0.0003705046600979145,0.0001478259565569573
2010-07-30,-0.015921248048434755,0.00015379200208116118
2010-08-02,0.0030615909464444258,-0.00017195941192248653
2010-08-03,-0.00453302764591168,-0.00013266327191047367
2010-08-04,0.03188209560092048,0.0011791505578232985
2010-08-05,-0.0018278622505123465,0.0014507488233443766
2010-08-06,-0.0019012305826544562,0.0019505628119234686
2010-08-09,0.00378124966297122,0.0018685762272096795
2010-08-10,-0.015989857048012368,0.0006262899136207168
2010-08-11,-0.006436199634226369,0.00041697472744985477
2010-08-12,-0.013683054672882555,-0.000796992206082443
2010-08-13,0.0016394417429017594,-0.001366963130719796
2010-08-16,-0.005542357115324137,-0.0018950724700485466
2010-08-17,-0.004136108286266094,-0.0006670084172519352
2010-08-18,0.02042255232903223,0.0009275873450430083
2010-08-19,-0.0009443173858834086,0.0006470026141065688
2010-08-20,-0.012557915831833633,-0.00010672218927354038
2010-08-23,0.012041020222866017,0.0004693723856597387
2010-08-24,-0.013613040343308569,8.109445205658262e-05
2010-08-25,0.0020409553810818437,-1.082927246958576e-05
2010-08-26,-0.0018962685445753635,0.00016159066991566106
2010-08-27,-0.020363804002657027,-0.0011142669636944192
2010-08-30,-0.003493157428191118,-0.001511554522120946
2010-08-31,0.0049497174172605796,-0.0016593637701065945
2010-09-01,0.022696984613688187,-0.000798133449736369
2010-09-02,-0.008374188507831448,-0.0011479211764535435
2010-09-03,0.008842017518694512,-0.00015739055376837286
2010-09-06,0.019326233484980193,0.0004931951477730579
2010-09-07,0.011691499037633335,0.0011421762151148584
2010-09-08,0.005031166153312228,6.813903721052838e-05
2010-09-09,0.005402889636703989,0.0003573691126991818
2010-09-13,0.014369454877234844,0.0010081965310947537
2010-09-14,0.013091253797597346,0.001380596696479799
2010-09-15,0.025630002166900923,0.0030453910650763303
2010-09-16,-0.02887835870718547,0.0021477047021579666
2010-09-17,0.0014151394083725677,0.0027516324654081716
2010-09-20,0.012862695326586682,0.003200562608755568
2010-09-21,0.01666188583407191,0.0040887323267314105
2010-09-22,-0.014769487461647302,0.003663397159716162
2010-09-23,0.002849212287631353,0.0029604635580601267
2010-09-24,0.008629454866886377,0.003343414448170918
2010-09-27,-0.0054259265153513425,0.00362869402083021
2010-09-28,-0.005289947637511894,0.0029354553064150934
2010-09-29,0.004778947464093797,0.003671134818711188
2010-09-30,0.0063962703280857625,0.003845347416591345
2010-10-01,0.016789794127242352,0.004592789923464053
2010-10-04,-0.0076692124032611275,0.005100573587439889
2010-10-05,0.0020283421932125734,0.005321433572296037
2010-10-06,0.006172567843736765,0.005370347589355085
2010-10-07,-0.016354849094087243,0.0038082742410440675
2010-10-08,0.007455317295010033,0.004441454473157727
2010-10-11,-0.0006016756034039616,0.004063706748273788
2010-10-12,0.00024410705953492595,0.003300421691255977
2010-10-13,0.024936822076741194,0.003830234612820291
2010-10-14,0.010224072067835266,0.004037950849401213
2010-10-15,-0.034803325600707424,0.0024297022399047564
2010-10-18,0.009946096213216293,0.0022527678933440144
2010-10-19,-0.03166705071418896,0.000462435712872562
2010-10-20,0.0027864484504958043,-0.00045130643578364274
2010-10-21,0.015225383667933912,0.0013128432592211326
2010-10-22,0.006143196854690558,0.0015019655570738522
2010-10-25,-0.011198280545682948,0.000539526522183067
2010-10-26,-0.0017570782558777864,-0.0001972320414149209
2010-10-27,-0.011227758726107595,-5.556289199333264e-05
2010-10-28,-0.003142122321634133,-0.00029521627636395207
2010-10-29,0.000285922527835325,-0.0006289575699259942
2010-11-01,0.010027979239230156,-1.0801339742734229e-05
2010-11-02,0.00842655405262338,0.0005378587278626767
2010-11-03,-0.0008925290934413965,0.00031099966556126903
2010-11-04,0.017307540454321035,0.00074745047061068
2010-11-08,-0.020105270217475102,-0.0007283521031780182
2010-11-09,0.014451116021495736,0.0001564610338122563
2010-11-10,0.007439829352227534,0.0003729205201728547
2010-11-11,-0.009124540993623143,-0.0002389638333215416
2010-11-12,-0.018769460977526187,-0.00033554830865909933
2010-11-15,0.010683750119371282,-0.0002064109956846494
2010-11-16,-0.019697476271498537,-0.0009702430224084324
2010-11-18,0.011046446356359318,-0.0005381494505354567
2010-11-19,-0.01345586306697566,-0.002073856856284131
2010-11-22,0.026601695680508186,-0.001418751911777214
2010-11-23,-0.010436268276889926,-0.0004440696188245141
2010-11-24,-0.005393146675785054,-0.001057639334384568
2010-11-25,0.022591139070373245,0.0011126882569979203
2010-11-26,-0.007304261821651892,0.0007090598461120123
2010-11-29,0.007173555353004346,0.0003869867135148297
2010-11-30,-0.004235612713399561,-2.8165669208775057e-05
2010-12-01,0.0004586762651008769,0.00043811260322257795
2010-12-02,0.014990261017093331,0.0011080061741414226
2010-12-03,0.008515820256068451,0.0018977493334284645
2010-12-06,0.005870689012644981,0.002258261786799629
2010-12-07,0.011136088532193611,0.0026922684269739604
2010-12-08,-0.015040583030605958,0.001689525936180516
2010-12-09,0.006462215509109193,0.0016109523944399485
2010-12-10,-0.002287194433968409,0.001555165780818868
2010-12-13,0.00033387518266803085,0.0008762191699527478
2010-12-14,0.004235786965274713,0.0018498614572627402
2010-12-15,0.01408348253781444,0.0018351561179154885
2010-12-16,0.027661519326413142,0.002644023716882913
2010-12-20,0.017055424811413644,0.0036912223490843843
2010-12-21,-0.006198610788556103,0.004194056356643188
2010-12-22,0.0009759338641925908,0.00380574370643604
2010-12-23,0.010566623694031385,0.005016307705057237
2010-12-24,0.0006678250554017495,0.004601162853018934
2010-12-27,0.0020007112337241395,0.005219425825046926
2010-12-28,0.0017015430228033424,0.0042234197187387326
2010-12-29,0.006556214210877265,0.00490311901824942
2010-12-30,0.012274163021337436,0.00560981140613432
2010-12-31,-0.001219167529069587,0.004657399142156606
2011-01-03,0.00452086353840464,0.005130404156558867
2011-01-04,0.006657307090438991,0.005109754226056254
2011-01-05,-0.0062958213820571984,0.005027345879309948
2011-01-06,0.005347614482090535,0.005222903407989535
2011-01-07,-0.031365047018927505,0.0033686910865487005
2011-01-10,0.007388897469098765,0.0033236141750699133
2011-01-11,-0.020844092293531347,0.0022550229228228604
2011-01-12,0.015396119547529175,0.0024254241634362825
2011-01-13,-0.05230193653846449,0.0009349700231219416
2011-01-14,-0.00028111437417965845,0.0006652368277903875
2011-01-17,0.019929629303828023,0.0015539097773022447
2011-01-18,0.01644495524433065,0.0021983529797687494
2011-01-19,-0.022336062589068284,0.0011354789975950297
2011-01-20,0.014147011483266247,0.0011380201554131019
2011-01-21,-0.015918187372163217,-0.0006051681125299524
2011-01-24,0.012499233822807376,-0.0007874157520742031
2011-01-25,-0.0076404440771149496,-0.000845089083616557
2011-01-27,-0.01943805571205548,-0.0016616486666664798
2011-01-28,-0.00903390167139495,-0.002445669681283533
2011-01-31,-0.016051825354935545,-0.003114455697697025
2011-02-01,-0.009183663218999882,-0.003561830675805986
2011-02-02,1.631901950549519e-05,-0.0036292396359379
2011-02-03,0.00913520337396534,-0.0035260800694143766
2011-02-04,-0.02261090890605555,-0.0049214829465100965
2011-02-07,0.012892891045671817,-0.00435700060352044
2011-02-08,0.0029590207926331047,-0.004419474313351301
2011-02-09,0.01095182688063634,-0.0042476935217434075
2011-02-10,-0.025066273034729747,-0.00499851158785031
2011-02-11,-0.004053129807280342,-0.005374541359425144
2011-02-14,0.02073172651047983,-0.0032906704182488512
2011-02-15,0.0006440185535998566,-0.0035604655748688076
2011-02-16,-0.0011435261750092351,-0.002772442930127923
2011-02-17,0.0033301120291380215,-0.003255083230863569
2011-02-18,-0.004200484880053423,-0.0013310251645271265
2011-02-21,0.020733208205133025,-0.0004904522613546192
2011-02-22,-0.007420370720390146,-0.0015844522623233459
2011-02-23,-0.020271792248141907,-0.003053122162022248
2011-02-24,-0.02299853751577441,-0.0030796211590904932
2011-02-25,-0.0004988509049299594,-0.0036654556546183415
2011-02-28,-0.0033974935078351365,-0.003164627900045218
2011-03-01,0.028063443515695674,-0.002542059512329686
2011-03-03,-0.01843393741343924,-0.0029737992457826577
2011-03-04,0.011859001284739712,-0.0017219169659108502
2011-03-07,-0.006388306967321178,-0.0016160931777478994
2011-03-08,0.023901137514840798,-1.7974662956845577e-05
2011-03-09,-0.006696982973553034,8.149254686102836e-05
2011-03-10,-0.001697489806598007,1.2940193816888267e-05
2011-03-11,-0.011832443623355893,-0.000825765686075961
2011-03-14,0.015240604162006122,0.0006882948366465059
2011-03-15,-0.02304810606019103,-0.0007493450475880081
2011-03-16,0.00024757567729860597,-0.0008578028522013881
2011-03-17,-0.017372638478050817,-0.0019907814665488742
2011-03-18,-0.012703337012530902,-0.0014962640256609206
2011-03-21,-0.006412594573932395,-0.0015906426163270026
2011-03-22,0.00707547406218989,-0.0021368927142586002
2011-03-23,0.0169466527368769,-0.0014847873469275186
2011-03-24,0.0031519120649203813,-0.0013129698173303338
2011-03-25,0.05199145567862562,0.00063348392864917
2011-03-28,-0.007457172308972915,0.0005032164314923903
2011-03-29,0.010708476206723105,0.0001022271515559936
2011-03-30,-0.000772357887591113,0.0003681476648679549
2011-03-31,0.021959235855415926,0.0020573887890102684
2011-04-01,-0.0071680791981458825,0.0026906071217154093
2011-04-04,0.01999646172396563,0.0035104196268712327
2011-04-05,3.061497185097295e-05,0.003647543966058677
2011-04-06,-0.0024700272324578165,0.002426205136132538
2011-04-07,-0.008970971772960468,0.0028047237617516885
2011-04-08,-0.005746869005539779,0.002100488950140509
2011-04-11,0.00442103434146901,0.0025328626024921164
2011-04-13,0.01973238703090363,0.0023661125831346296
2011-04-15,-0.10069334399569829,-0.0013937418577511806
2011-04-18,-0.02829400521987324,-0.00245760247428219
2011-04-19,-0.006473047831727641,-0.00224322664261706
2011-04-20,0.00688565825690457,-0.002577424478821122
2011-04-21,0.0009284465632264371,-0.0016183623738844233
2011-04-25,0.010698797616313094,-0.0012003134963238437
2011-04-26,0.0003568026773619337,-0.0004911358501073338
2011-04-27,0.003663789477492685,0.00016354920949360974
2011-04-28,-0.008160143307697432,9.364726014300828e-05
2011-04-29,-0.007848691068145897,-0.0005033193450704232
2011-05-02,0.005593229346443351,-0.0009574562806877651
2011-05-03,-0.003942931102492331,-0.0012412500073842737
2011-05-04,-0.014289201177192012,-0.003892476281616979
2011-05-05,-0.007432184978616085,-0.0038914767884027056
2011-05-06,0.015501329283476473,-0.003699762665332571
2011-05-09,0.00536085078616555,-0.0034544343183823046
2011-05-10,-0.009846989220399394,-0.004726683321414917
2011-05-11,0.008986830095738085,-0.004080486949659559
2011-05-12,-0.008570056384863634,-0.005223147674012729
2011-05-13,-0.0010070141177571656,-0.005264652837597055
2011-05-16,-0.009758324523231998,-0.005556184729228022
2011-05-17,-0.0021950767155543005,-0.005285148926931775
2011-05-18,-0.0005800668618540783,-0.005078476841184347
2011-05-19,0.0013883158132692586,-0.005199785582312337
2011-05-20,0.0011942246406215773,-0.00594131207792362
2011-05-23,-0.004501674755625018,-0.0020936453083206883
2011-05-24,0.0026223946855594704,-0.00085698931210338
2011-05-25,-0.019829463810450143,-0.0013912459512522802
2011-05-26,0.0028490201736017795,-0.0015527114745843918
2011-05-27,0.003936159705605569,-0.0014324029488892265
2011-05-30,-0.002478408700151924,-0.0019594912015478273
2011-05-31,0.0018144917722606735,-0.0019011836377518776
2011-06-01,0.009254743791013986,-0.0016775454652110256
2011-06-02,-0.0030277535443712367,-0.0014722498746779777
2011-06-03,0.0046802268873706865,-0.0009710931564573145
2011-06-06,0.007675931288748217,-0.0008877850787651198
2011-06-07,0.01907406240077769,3.2894661365681086e-05
2011-06-08,-0.007234341895924423,0.00031508903261638464
2011-06-09,-0.0035582316631783684,0.0004700471652338933
2011-06-10,0.0002970933133434883,-0.00013812227357142603
2011-06-13,0.005313637657195613,-0.0001400107987302235
2011-06-14,-0.001843692893436888,0.00018012105434827674
2011-06-15,-0.012859605686506903,-0.0006937363769415228
2011-06-16,-0.012526765236406945,-0.0008520047310032553
2011-06-17,-0.011005296495868677,-0.0012519360261277158
2011-06-20,-0.021938909901907166,-0.0017391594412747224
2011-06-21,0.006474625096210218,-0.0013923713688041416
2011-06-22,0.01017894861779478,-0.0009620107496181873
2011-06-23,0.0086911270470722,-0.0006698983002660696
2011-06-24,0.028677106943672648,0.0004294169918559732
2011-06-27,0.003873572525848523,0.0007644268831149148
2011-06-28,-0.002004565313442619,0.0005793484831548312
2011-06-29,0.005724896330720597,0.001601522888801661
2011-06-30,0.009909724013825283,0.0018839510424106009
2011-07-01,0.008110211628699737,0.0020509131193343676
2011-07-04,0.0016343634419673236,0.0022154240050191376
2011-07-05,0.005936893401434773,0.0023803200701861017
2011-07-06,-0.0009307259183426453,0.0019729012818118364
2011-07-07,0.014119534144371393,0.0026587927893615415
2011-07-08,-0.006413214550335056,0.0022150551318533118
2011-07-11,-0.01878763772685499,0.0011565123712291836
2011-07-12,-0.0453803443082732,-0.001421663897132852
2011-07-13,-0.005117605942829506,-0.0013369944590090554
2011-07-14,-0.013393622060402066,-0.0017304100748980033
2011-07-15,-0.0032896620200109083,-0.0018738802882321793
